Position,Job Type,Rate,Location,Recruiter,Reference,Description,Python,Power BI,SQL,R,Azure,Tableau,AWS,Google Analytics,Machine Learning
Data Engineer,Permanent,35202.0,London,Department for International Trade,JS130218912/1622987893,"Our Digital, Data and Technology team develops and operates tools, services, and platforms such as great.gov.uk that enable the UK government to provide world leading support to businesses in the UK and overseas.  You'll get to constantly push boundaries in an environment free of heavy Legacy, driven by curiosity, social purpose, diversity of thought, entrepreneurship and the aspiration to offer an incredible experience to all our users. Find out more on our blog, Digital Trade.   Let us tell you a little bit about the role  As an IT Operations Engineer, you will be  Joining our growing team within the Digital, Data and Technology function, helping build a new level of technical support as the organisation grows to meet the evolving world. Primarily you will be responsible for supporting the day-to-day operations of the IT Operations function, ensuring that the various services and team members in the Old Admiralty Building are supported as necessary. You will apply your skills and knowledge to ensure that we deliver superior and supportive services to all users. You may at times be asked to work outside the core 9 to 5 day depending on support requirements. You will have enthusiasm for helping staff and colleagues and will be able to provide support to users and the rest of the team while following overall strategy and directives. To realise this, you will take a proactive approach to developing your skills and sharing them with the IT Operations Team  What we're looking for from you  You will be an experienced IT professional who can:  Deliver a high level of service and continuity Deal with incidents and escalations as appropriate Work with the organisation and our partners Troubleshoot infrastructure, IOS, WINTEL and audio-visual issues Investigate and perform evaluations and testing of new and existing solutions Assist with site surveys and documents current site configuration and user requirements Support the day-to-day operations of the audio-visual function, ensuring that quality of service and demands are met Support staff with organisational wide Teams and WebEx events, liaise and arrange testing with counterparts (internal and external) Maintain the correct processes and documentation Assist the IT Operations team when needed with IT related tasks Maintain prompt and clear lines of communication with all parties Be able to assume responsibility and work autonomously in a professional manner Engage in cross team and departmental collaboration Take responsibility for your actions and be active in delivering a superior service Ensure that you listen to teammates and capitalise on shared knowledge Ensure that proper process is followed   Essential Skills and Experience  You'll have demonstrable skills and experience of:  Logical and creative approaches to problem-solving, ensuring that the most appropriate actions are taken The ability to coordinate with team members to resolve problems as they occur and reduce the chance of them happening again in future Effective verbal and written communication skills, to interpret requirements and present findings  Strong experience of working with WINTEL, iOS, networking, infrastructure, and audio-visual technologies (WebEx, Teams) and applications, end user computing and Microsoft technologies  Working with stakeholders to gather requirements and deliver solutions that meets the user's needs  A track record of supporting high profile users   Click APPLY NOW for detailed information on guidance on how we sift and interview applications at DIT, to help you ace your Civil Service interview. The Department for International Trade embraces and values diversity in all forms. We welcome and pride ourselves on the positive impact diversity has on the work we do, and we promote equality of opportunity throughout the organisation. As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria. Click above to apply and find out more.  We'll assess you against these technical skills during the selection process:  Asset and configuration management Continual service improvement Ownership and initiative Service focus Service reporting Technical understanding User focus   Further Information  Find out about our benefits, application process and practical details like our office locations on the things you need to know page. Remember to check out our blog, Digital Trade . Closing Date for Apps: Friday 24 th June 2022 at 12 noon",0,0,0,0,0,0,0,0,0
Data Analyst,Permanent,57500.0,Oxfordshire,Randstad Technologies,JS-PR-809020,"Business Analyst DW (Data Warehouse) - £55,000 - £60,000I have a brand new opportunity for a Business Analyst DW (Data Warehouse) to join my well established client on a permanent basis. With an outstanding turnover and big plans to improve their technology footprint, this is a great opportunity to join them now.In this role, you would need to gather, understand and develop requirements and produce high quality requirements documentation (such as BRD, User Stories, Use Cases and Acceptance Criteria). Work closely with the Solutions, Development and Testing teams throughout the project life cycle to ensure that the requirements (functional and non-functional) are understood and development is alignedThe role will be hybrid but flexible with 2 days onsite in Oxfordshire and 3 days remote. My client is paying up from £55,000 to £60,000 per annum.Essential Skills: Minimum 3-5 years' experience in business analysisExperience of structured methodologies such as TDD, Agile, and WaterfallConfidence to facilitate Workshops/deliver Training/hold Road ShowsDesirable Skills:Formal business analysis qualifications, such as BCS diploma in Business Analysis or IIBA CCBA or CBAP CertifiedExperience of projects involving the integration of workplace technologies such as Salesforce, Oracle Financials, SAP SuccessFactors, MRI Software, Planon, and Microsoft BI stack.If you think this role is for you and want to find out more, please apply here or send your up to date CV to (see below) Randstad Technologies Ltd is a leading specialist recruitment business for the IT industry. Please note that due to a high level of applications, we can only respond to applicants whose skills & qualifications are suitable for this position. No terminology in this advert is intended to discriminate against any of the protected characteristics that fall under the Equality Act 2010. For the purposes of the Conduct Regulations 2003, when advertising permanent vacancies we are acting as an Employment Agency, and when advertising temporary/contract vacancies we are acting as an Employment Business.",0,0,0,0,0,0,0,0,0
Data Architect,Contract,575.0,Sheffield,The Bridge Ltd,JS3353SPN,"Information Security Architect (data) - Azure - Outside IR35 - Remote - £600p/d This is a great opportunity to work as an Information Security Architect in the financial industry. This role requires experience working with Data.Key skill and experience for this Information Security Architect: AzureExperience working with DataSecurity Architect experienceNistData Warehousing If you do have the relevant experience for this permanent Information Security Architect position, Please do apply.",0,0,0,0,1,0,0,0,0
Data Analyst,Permanent,62500.0,London,Hiscox,JS-PCK498-34600,"Finance Business Systems & Data Governance Analyst London based with Hybrid workingAs our Finance Business Systems & Data Governance Analyst you'll be an Oracle expert who thrives on change and are driven by creating and helping to implement best in class functions. We have a lot of change here at Hiscox but it's 'good' change. The rate at which our business has grown and evolved over the last 5 years is one of the main drivers for us transforming our Finance world. We take a lot of pride in what we do at Hiscox and our sights are always set on achieving the best. If you are the same, this role could be a good match.  You will be reporting to the Head of FBSS within our Group Finance Team (covering Oracle, GL, ARCS, EPBCS, EDMCS and PCMCS) and will play a key part in our new central Centre of Excellence team supporting the embedding and operation of the Oracle platform and associated infrastructure. This is a new business team who work closely with its IT counterparts in ensuring the efficient and effective running of the platform, upgrades and changes are prioritised and delivered and new developments are implemented. As an integral part of the team you will help maintain the Finance infrastructure, open/close ledgers, design and publish new reports, add cost centres among, as well as providing support and training to finance users. The other main focus of this role is ensuring we maintain and improve on key stakeholder engagement delivering a ""people first"" customer service and to challenge the status quo. Key ResponsibilitiesDevelop, implement, maintain, support and enhance Oracle ERP applications.Deliver end user training and provide extensive hands-on user support.Gathering requirements from users and detailing both process and technical requirements to translate end-user requirements and into finished and working Oracle Applications Design.Create, maintain, and manage documentation for all Oracle Implementation, support initiatives and change requests.Support the management of Oracle tools in the Finance function; including form updates, UAT, process development and documentation, standard report development, chart of account maintenance, etc.Support the Finance data control through EDMCS and related Finance applications from a systems perspective.Perform data cleansing and data auditing as necessary to ensure data quality.Undertaking a central role in data process and control set-up activities across the Group, in accordance with the data governance framework and associated policies.Responsible for ongoing operations related to regulatory data quality processes, associated reporting and regular compliance reviews.Responsible for risk and impact assessments working with data and process owners on the data deficiencies and their resolutions.Ownership of the Group Data Issues Log.Collating Data Quality issues and investigation from a Group perspective.Communicating changes in business unit processes to all parties affected and establishing any potential impact on data quality.Working with Hiscox business teams and Data Suppliers and Consumers to continually review the effectiveness of controls and identify opportunities for their improvement.What you'll bring;Experience as a Finance Systems Administrator/Finance Systems Expert.Experience as a user of Oracle & Hyperion Products.Technical expertise in Oracle modules including General Ledger, Sub-Ledgers, Consolidation, Planning, Accounts Payable, Fixed Assets.Experience in data quality, controls and processes; translation of overarching principles into pragmatic business solutions at a corporate level.Good knowledge of regulatory data governance requirements.Experience of accessing data in a relational database management system.Troubleshooting skills and ability to coordinate with partner IT and Finance teams.Diversity and Working PatternsAt Hiscox we care about our people. We hire the best people for the job and we're committed to diversity and creating a truly inclusive culture, which we believe drives success. We have also learned over the past 2 years that working life doesn't always have to be in the office, and now it is safe to do so we have introduced hybrid working to encourage a healthy work life balance. This hybrid working model is set by the team rather than the business to enable you to manage your own personal work-life balance. We see it as the best of both worlds; structure and sociability on one hand, and independence and flexibility on the other.",0,0,0,0,0,0,0,0,0
Data Engineer,Permanent,25000.0,Northampton,Teams Network Ltd,JS1633878649,"We are a data driven engineering company based in Northamptonshire and looking to recruit a graduate software developer to work within our core development team. This team is currently made up of eight multidisciplinary developers, engineers and IT specialists, and so, within this role you will be expected to undertake a broad range of tasks including:Implementing new Front End featuresCreating new APIsImplementing new CFD workflowsProducing testing and user documentationReporting progress regularly to your team leaderWe're based in our brand new office in the Northamptonshire countryside. Easily commutable from Warwick/Leamington Spa, Banbury and Daventry.Our graduate salary is around £25k depending on experience and benefits include 25-days annual leave plus Bank Holidays and a company pension scheme. What we are looking for: Above all things, we value logical thought, motivation and an eagerness to learn. As such, we're not necessarily expecting you to have development experience, rather the willingness and aptitude to evolve into a Full Stack Developer. Complete training will be provided in our core software stack (Angular and Python) and more generally in Linux, HPC and Computational Fluid Dynamics as required.Our minimum requirements are:At least a 2.1 degree (or equivalent) in Computer Science, Engineering or PhysicsAn A grade or higher in maths at A-levelThe right to work in the UKDesirable (but not essential) experience includes:Software development especially with Angular or PythonExperience/awareness of Computational Fluid DynamicsUse of version control, particularly gitWorking in a Linux environment",1,0,0,0,0,0,0,0,0
Data Analyst,Contract,375.0,London,Talent International,JS-BBBH30511,EDI Analyst | EDI Specialist | Electronic Data Interchange Outside IR35//Fully Remote6 Month Contract The RoleMy client is a Global Retailer looking for an EDI Analyst on a 6 Month Contract. This role is to help support and drive new platform integration alongside maintenance and troubleshooting of existing connections. You will contribute to identifying functional and technical requirements to deliver new application functionality based on business needs. You will be exposed to a wide and challenging range of business issues through regular engagement with key stakeholders across management and customer.Key Tools SAPMulesoft APIOpentextKey Skills & ExperienceGood hands-on EDI skillsRetail integrationUsed to dealing with business users and customerUnderstanding of Middleware communicationPerforming structured process and data analysisDrafting solutions to provide new functionality in existing application portfolio.Identifying performance efficiency areas and proposing fixesDefining system and user accept testing cases and approachPost implementation support and system enhancementsSupport & maintain existing EDI Maps/Partners,0,0,0,0,0,0,0,0,0
Data Architect,Permanent,43540.0,London,PSD Technology Contracts Ltd.,JSN PR/365580 NMH1,"Role overview The Data Solution Architect will be responsible for establishing strategic data direction, turning business data objectives into outcomes, and managing the development of solutions to support client business strategies. You will lead strategic data architecture initiatives and be a key player in the Enterprise Data Management programme, this role is Embedded within the programme to enable the modernisation of the Data Driven Capabilities for client. As Data Solution Architect you will lead in Datamodelling, data governance, data integration, and visualisation. You will design AWS cloud-based solutions and support their development through agile development teams. Purpose of the Job  Define principles and requirements for client data architecture and ensure that all solutions adhere to them. Define data platform capabilities and features that align to current and future business operating models and maturity. Own and drive incremental evolution of the enterprise data governance strategy. Own enterprise data map including logical model, data lineage & transmission detail. Be the trusted technology advisor, develop and foster relationships with business leadership teams, Group Enterprise Architects, technology subject matter experts across client by providing Data technology thought leadership. Be responsible for cataloguing, developing, coordinating, communicating, maintaining, and applying architecture models, representations, initiatives, and capabilities to perform the organization's Data activities. Manage engagement with suppliers when requesting information or proposals on solution requirements to support strategic deliveries and technology selection.  Key Accountabilities as IT Data Solution Architect   Promote a cohesive business wide view of data assets Design blueprints to realize data related aspects of the business strategy including architecture capabilities and high-level solution architectures for current and proposed business services and lead proof of concepts. Provide technical leadership in transforming Data requirements to solutions and technical designs, while working as a key member of cross functional product team(s); distributed across multiple geographies and organizations Provide advice and support in performance tuning, troubleshooting, cost optimization and other implementation and operational challenges. Quality review solution providers high- and low-level solution designs ensuring they align to the data architecture and policies. Govern the shaping, design and development of architectures that are aligned with Group and BU standards and organisational strategy and value streams. Keep up to date with the evolving demands of a modern data platform architecture including structured and unstructured data, batch and streaming flows, and machine learning data needs. Being responsible for ongoing management of the IT Data roadmap, investment and implementation plan and ensuring that the IT architecture is appropriate to business requirements. Stay abreast of technology trends and advise IT and the business about potential benefits/impacts. Provide full architectural life cycle guidance to business and IT teams and ensure quality of technical deliverables. Being accountable for the delivery of high-quality architectural artefacts which clearly explain the Enterprise Data Architecture and decisions behind it. Drive the rationalisation of the Data environments to standardise, streamline and simplify the landscape. Develop standard processes for technology appraisal, vendor evaluation.  Own Data architecture initiatives such as the creation and ongoing management of standard architecture artefacts (landscape, roadmaps, strategies). Be the focal point of the Data Solution Architecture and communication internally and outward communication to client Group. Influence the current business operating model and design for future data governance, data engineering and BI. Assist the IT Director & Chief Data Officer to manage the Data architecture budget and plan.  Knowledge, Skills and Experience  Has experience in designing and architecting enterprise-wide Data solutions within a global organisation. Is a strategic thinker, taking a broader view of situations and motivations with demonstrable knowledge of architecture governance through the use of architecture building blocks. Is capable of developing and validating architecture roadmap, vision, and solution designs.  Has knowledge and understanding of a variety of current and future technologies and innovations and how they may impact organisations including infrastructure, business applications and integration services. Experienced in logical and physical Datamodelling for both transactional and analytical systems. Practical experience of working with ETL tools. Experience with AWS data technologies such as S3, RDS, DynamoDB, Redshift, Athena, and Glue. Understanding of BI tools such as Power BI, QuickSight, SAP Business Objects Experience of working in an agile development environment. Has experience in developing business cases, technology roadmaps, business and technical requirements and translating them into technical designs and services. Has strong technical acumen to identify trends and opportunities to develop roadmap that can support business transformation. Is capable of documenting change proposal and cost modelling. Good knowledge of data patterns and implementing solutions on-premise, AWS, and SaaS platform architectures. Knowledge of and experience with Palantir Foundry Has knowledge and understanding of frameworks and methodologies such as TOGAF, Zachman and ArchiMate and can demonstrate its value for the enterprise. Experience working within government, regulated industries, defence or security including impact of heightened information and cyber security requirements to meet the standard set by frameworks such as ISO27001, CE and CE+.  Qualifications/Education  Educated to Degree level and would be advantageous in a numerate (Mathematics, Engineering or Scientific) or Computer Science subject. AWS Certified Solutions Architect Associate or Professional Level Holds a professional qualification eg TOGAF, Zachman or other architecture methodology. Qualifications in Project Management, AGILE Methodologies, IT Service Management would be advantageous ",0,1,0,0,0,0,1,0,1
Data Engineer,Contract,650.0,Remote,Amorsa Ltd.,JS/AM/194028,"Responsible for delivery of a data platform built on Azure technologies. These have been created in a POC as a development environment for developers to expand and improve.  Make the POC/development into a deployable environment with Azure DevOps yaml pipelines across DEV Dev2 UAT & Prod environments. Skills: Azure Devops, Bicep, YAML pipelines, Deployment Environments, Variable Libraries, Service Connections, Self Hosted Virtual Machine Scale Sets (VMSS), Azure Active Directory, Private Endpoints, Application Registrations, Data Factory, Logic Apps Standard, Key Vault, Azure Synapse/SQL, Storage Account Data Lake In addition to the above, they require you to have good communication skills to be able to help communicate the work and the process to the client.",0,0,1,0,1,0,0,0,0
Data Architect,Contract,850.0,London,Method Resourcing Solutions Ltd,JS-10064A,"Lead Enterprise Architect l AWS l Data stream l Application Design l Governance l Machine learning l Kafka l Kubernetes l £800-£900 PD l Inside IR35 l 6 monthsMethod are working with a well established Management consultancy who are in need of a well-established Lead Enterprise Architect to come on board with their end client to start as soon as possible. This role is to lead the Application Architecture design for a start-up fintech organisation based in London. The ideal person will have the ability to be both hands-on and hands-off in their approach, ideally working in a native AWS environment and be able to manage the variation of areas within the business.The successful candidate will have:Strong background in Application Solution architecture and design across the full PDLCExperience of either native or greenfield cloud environments ideally AWS (open to GCP OR Azure)Good understanding of Kafka, Kubernetes and data stream pipelinesAbility to apply/lead architectural governanceQuality assurance around designsManage across a variety of capabilitiesContract: £800 - £900 Per dayInside IR35two days per week in LondonImmediate startIf you're interested in the role and would love more information please send me your CV ASAP at (see below) Lead Enterprise Architect l AWS l Data stream l Application Design l Governance l Machine learning l Kafka l Kubernetes l £800-£900 PD l Inside IR35 l 6 months",0,0,0,0,1,0,1,0,1
Data Architect,Permanent,82500.0,London,IntecSelect,JS/J4568,"Presales Architect - £80,000 - £85,000 - Data & Analytics - London - Remote WorkingOverview:My client, a market leading B2B Data & Analytics organisation, are looking for an experienced Presales Architect to join one of their growing teams in London.Roles & Responsibilities: Apply technical expertise to position emerging solutions with business and technical teams at high-end clients. Leverage new products and Web services standards to integrate API's within complex client and third-party applications. Build best-in-class full-sales-cycle support by engaging closely with clients in industry analysis, trending, and product knowledge, to account teams and directly to customers Deliver technical expertise for the Strategic Sales team to expand penetration and influence in client environments, and to create new revenue streams. Perform customer discovery discussions to understand and document business needs and design requirements necessary for the formulation of optimal solutions. Creatively design solutions for customers using the best mix of vendor-partner products. Alter the design as needed to result in the customer choosing the solution Documents, via diagrams and writing, and presents the solution to the customer, describes the benefits of the solution. Builds relationships with customers serving as the technical liaison from pre-sales to post-sales. Responsible for growing strategic product sales and revenue through proactive engagement with customers. Lead internal cross-functional teams to obtain required approvals of non-standard designs for customers.Essential Skills & Experience: Experience working in various disciplines, sales, technology, planning and implementation. Demonstrated track record of developing and implementing advanced solutions. Good knowledge of API'sPackage: £80,000 - £85,000 basic salary. £6,000 car allowance 10% annual bonus Hybrid Working Presales Architect - £80,000 - £85,000 - Data & Analytics - London - Remote Working",0,0,0,0,0,0,0,0,0
Data Engineer,Permanent,250000.0,London,Westbourne Partners Ltd,JS,"Python Engineer - Hedge Fund - Cloud Native Data Platform We are partnered with a global asset management firm, with offices across the US, Asia and here in London. They are focused on commodities and equities, and deal with huge amounts of trading/financial data on a daily basis, coming out of a few very strong years they are now looking to invest back into their techology side of the business and have several live roles across their London teams. This Senior Software Engineer will be a key member of a small, focused product team working to create the core data platform that the data analysts, data scientists, quantitative investors, and researchers can rely on for sourcing investment data sets. The platform's cloud-native ecosystem includes Dockerized ingestion pipelines running in Kubernetes, RESTful access APIs, a web-based data exploration environment, and downstream client libraries compatible with several languages. The main Back End technology used is Python and some Rust.This firm sits at the intersection of finance and technology, and due to this they always work on the latest tech stack, and offer extremely competitive salaries If this challenging role in a top hedge fund sounds of interest please apply to Nick Heath!",1,0,0,0,0,0,0,0,0
Data Analyst,Permanent,38000.0,Salford,Talent International,JS-BBBH29930,"My client provide business development data, insight, and analysis (business intelligence) to support decision making and improve business performance - they are looking for a BI Analyst to join their successful and growing team.The salary is up to £40K + excellent benefits, the working is hybrid with an expectation to go to their Salford office a couple of days a week.Key Responsibilities for this role:Responsibility for producing business reporting and dashboards to help colleagues monitor, control and make decisions that improve business development performance.Taking colleagues BI requirements and turning them into tangible deliverables.Over time increasing the level of automation and self-service for colleaguesSupporting the role out, adoption and reporting from the Group CRM (Microsoft Dynamics). This includes sales, CRM and Marketing data quality improvements, insight generation and analysis.Working with the chosen vendor to help build and utilise the BI technologies implemented by the BI project.Facilitating the use of data, reporting and dashboards in colleague's day to day roles.Leading on the production of external reporting for business partners.Developing a good understanding of source data, documenting this and improving data management over time.Creating and maintaining a data ""wiki"" to manage the organisations data model and agreed definitions of calculated data eg, conversions. The Wiki should be available to colleagues so that they can understand and interpret data correctly.Helping to protect the organisation through proactive data governance. This is delivered by reducing data security and privacy risks, putting in place controls to protect client data and championing improvements to data security and privacy.To be considered you must have: Experience of BI development in professional services environments.Strong working knowledge of Excel and BI tools eg PowerBI.Good SQL skillsTuring colleagues reporting requirements into a reality.Production of external partner reporting.Management information or BI project experience.Experience of working in a project team with a vendor.Working with CRM systems to improve roll out, adoption and reporting on business development/commercial activities.If this sounds like the next step in your career then please apply for more information and I will be in touch with suitable applicants.",0,1,1,0,0,0,0,0,0
Data Engineer,Contract,550.0,Remote,Amber Labs Ltd,JSAWS1,"The Company We are a specialist Data Engineering, Cloud and Analytics consultancy focused on supporting our clients in successfully delivering on their digital transformation programmes. Our aim is to ensure we deliver value from our client's data using innovative approaches that improve their data capabilities, analytics and data governance. With demand for our services from our clients at an all-time high and continuous growth and success within our market sector, we are embarking on a major recruitment drive and keen to recruit talented DevOps Engineers to join our project delivery team. The Role We are working for a high-profile client, analysing their existing processes, identifying and implementing opportunities to optimise these processes, and developing solutions to deliver service improvements to them. In this role, you will be working on a Linux based environment, collaborating with our team to review specifications and then use these agreed specifications to create infrastructure or scripts on AWS using the right standards and tools such as Terraform or CloudFormation. You will architect, implement and manage continuous delivery pipelines on AWS to ensure the team can deliver code frequently whilst maintaining quality. Key Responsibilities:  You will be supporting the automation of test cases and embedding these within delivery pipelines to ensure code remains robust.   You will be implementing and automating security controls, governance processes, and compliance validation.   You will be defining and deploying monitoring, metrics, and logging systems on AWS using AWS native services and/or the ELK stack.   You will be implementing systems that are highly available, scalable, and self-healing on the AWS platform.   You will be designing, managing and maintaining tools to automate operational processes.  Requirements:  Proven experience of working on relevant system administration and/or DevOps projects Hands-on experience with AWS services including VPCs, ELBs, Route 53, RDS, Cloudwatch, IAM, EC2, Lambda, etc. Experience of working with the command line in Linux, creating Bash scripts Experienced with configuration and management of version control software Experienced of amending and writing Infrastructure as code templates, using Terraform or CloudFormation Excellent ability to debug and optimise code and automate routine tasks Solid Linux and/or Windows system administration experience Networking experience, CIDR, TCP/UDP, IP, tcpdump Software engineering skills (such as Git, Bash, Python, Go, Java, Ruby) Experience with the ELK stack, capable of configuring a greenfield implementation for clients. Experience of working within large, complex and geographically dispersed programmes Candidates must have SC clearance or are eligible for SC Candidates must be resident and legally working in the UK  Interested? Then please get in touch by applying with your most recent copy of your CV including a contact number and we will contact you directly to discuss further. We welcome applications from all suitably qualified people regardless of gender, race, disability, age or sexual orientation. All applications are assessed purely on merit, against the capabilities and competencies required to fulfil the position.",1,0,0,0,0,0,1,0,0
Data Architect,Contract,750.0,London,Cornwallis Elt Ltd,JSBHJOB6067_18943,"Infrastructure Architect - Networks, Database, Assurance, Security, Solution Architect, Data AnalyticsMy client, a leading data analytics firm, is currently looking for multiple Infrastructure Architects to join the firm.The organisation is in a period of rapid technological change and have extensive projects in flight and in the pipeline to transform the technology function. As part of this transformation, a significant Infrastructure Architecture team has been set up to provide specialist design services and assurance. As such there is a need for multiple experienced Infrastructure Architects, capable of working with existing and new project teams to provide design, guidance and assurance on features and technologies.You will be responsible for working with Technical Architects and other technology teams to ensure the proposed and delivered design meets strict security criteria, designing security platforms, applications, and tools to deliver against the infrastructure strategy and programmes, aligned to IT strategy and security standards. The technology covers a wide range and someone with a broad experience is preferred.Candidates must have:Demonstrable experience of working in an infrastructure architecture team including the production of design documentation (HLDs, LLDs, blueprints etc.)Worked within global enterprise organisationsBroad knowledge of infrastructure technologiesExperience working in an Assurance role, reviewing technical designs, making proposals and amendments.This is an excellent opportunity to join a growing global organisation in a period of rapid growth.Cornwallis Elt is an Employment Agency & Employment Business and has been listed 3 times in The Sunday Times Virgin Fast Track 100 of the UK`s fastest growing private companies, as well as in the Recruitment International Top 250, Top 50 in IT and the Recruiter Fast 50 & Hot 100 reports.",0,0,0,0,0,0,0,0,0
Data Engineer,Permanent,52500.0,Birmingham,Hays DT - Midlands,JS-4158616,"Are you a Software Engineer specialising in Data?  Your new company  Working in the Risk Management Division for one of the world's largest private investments banks who's aim is to help empower clients and customers around the world reach their financial goals.   Your new roleYou will be working in a dynamic, collaborative team environment to help drive and implement new technologies within the team, working through the complexities of integrating with existing internal systems alongside exploring the best way of leveraging cloud offerings.You will be working within a global organisation, with exposure to a number of engineering teams, while gaining a strong understanding of how the Prime Business supports our clients.The team has adopted Kanban as the agile platform of choice, and leverages but not limited to the following technologies: Java, Git, Sybase IQ, SecDb, Kubernetes, and Alloy/Legend What you'll need to succeed  You will need to be dynamic, positive with a collaborative mindset. The ideal candidate has a curious attitude and an eagerness to grow and learn.  Required skills:Proficiency in one or more of the following languages: Java, Python, C++Bachelor's degree in Computer Science, a related technical field that involves programming, or equivalent practical experience.General knowledge of working with complex business processes, data flows and consuming large amounts of dataExperience with cloud infrastructure & data solutions, both storage along with compute and analytics platforms.Experience with modelling complex datasets, allowing ease of interaction with dataData capture, transform and storage from a number of sources into a common platform.Experience with distributed systems design, maintenance, and troubleshooting.Strong, informed, opinions on maintainable/reusable code. Desire to build strong and efficient software development practices. What you'll get in returnExcellent salary and comprehensive benefitsThe opportunity to learn from the foremost experts in finance and technology who are diverse in their academic, ethnic, and social backgroundsOngoing training, development, and mentoring to advance your careerStrong career progressionFlexible working options What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website.",1,0,0,0,0,0,0,0,0
Data Architect,Permanent,130000.0,London,Cornwallis Elt Ltd,JSBH-18948,"Senior Principal Architect - Strategy, Reg Reporting, API, Architecture, Development, Data Warehousing My client, a leading financial institution, is looking for a Senior Principal Architect to join their team on a permanent basis. Working within the regulatory reporting team, you will be providing architectural oversight and helping steer the strategic direction of their flagship regulatory reporting platform. This will involve driving the strategic direction for the application front to back, including the web interface, APIs, client interfaces, Back End processing and databasing. Candidates must have:Good understanding of data intensive applications and data warehousing techniquesGood understanding and experience using modern architectures - Microservices, streaming, cloudUnderstanding of technologies in current application stack - Java, Microsoft Azure, Microsoft Windows, Microsoft SQL ServerGood knowledge of Agile and SDLC processesUnderstanding of information security, particularly with respect to web applications and multi-tenant applicationsDeep experience in a software development or similar rolesSome experience of Business and Technical Analysis, Quality Assurance, Delivery Management, and/or Emerging Technology and Governance. This is a fantastic opportunity to help shape the strategic direction of a leading financial organisations regulatory reporting products.Cornwallis Elt is an Employment Agency & Employment Business and has been listed 3 times in The Sunday Times Virgin Fast Track 100 of the UK`s fastest growing private companies, as well as in the Recruitment International Top 250, Top 50 in IT and the Recruiter Fast 50 & Hot 100 reports.",0,0,1,0,1,0,0,0,0
Data Architect,Contract,775.0,London,Cornwallis Elt Ltd,JSBH-18626-1,"Security Architect - Cloud, Azure, CISSP, Information Security, Solution Architect, Data Analytics, Outside IR35My client, a leading data analytics firm, is currently looking for multiple senior security architects to join the firmThe organisation is in a period of rapid technological change and have extensive projects in flight and in the pipeline to transform the technology function. As part of this transformation, a new Security EA team has been set up to provide specialist design services and assurance. As such there is a need for multiple experienced security architects, capable of working with existing and new project teams to provide design, guidance and assurance on security features and technologies.You will be responsible for working with Solution Architects and other technology teams to ensure the proposed and delivered design meets strict security criteria, designing security platforms, applications, and tools to deliver against the InfoSec Strategy and programmes, aligned to IT strategy and security standards. The majority of the work is MS stack with a strong focus on Azure security technologies.Candidates must have:Demonstrable experience of working in a security architecture team including the production of design documentation (HLDs, LLDs, blueprints etc.)Worked within global enterprise organisationsDetailed Cloud security knowledge, preferably with AzureExperience of security systems and controls, such as vulnerability management, web content filtering, intrusion prevention, SIEM, email security, DLP, NAC, IAM, SDLC and Web Application FirewallsExperience with security legislation, architecture and regulatory frameworks (eg PCI-DSS, GDPR, NIST)This is an excellent opportunity to join a growing global organisation in a period of rapid growth.Cornwallis Elt is an Employment Agency & Employment Business and has been listed 3 times in The Sunday Times Virgin Fast Track 100 of the UK`s fastest growing private companies, as well as in the Recruitment International Top 250, Top 50 in IT and the Recruiter Fast 50 & Hot 100 reports.",0,0,0,0,1,0,0,0,0
Data Analyst,Contract,490.0,London,Method Resourcing Solutions Ltd,JS-10196,Business Analyst l Roadmap l Change l Legal sector l Data analysis l Mapping l £480 - £500pd | England | Hybrid remote | 6 month contract l Inside IR35Method are partnering with a well-known law firm based in London who are looking for a strong Business Analyst on an inside IR35 contract.Ideal candidate experience:Commercial experience around the full software development lifecycleLegal background with knowledge of legal softwareExtensive background in roadmaps and data analysisStrong stakeholder managementContract:Day rate: £480 - £500 Per dayContract: 6 months initiallyStart: ASAPIR35: Inside Location: Hybrid Working (2-3 days per week in London)Please send me your CV if you are interested to (see below) and I will be in touch.Business Analyst l Roadmap l Change l Legal sector l Data analysis l Mapping l £480 - £500pd | England | Hybrid remote | 6 month contract l Inside IR35,0,0,0,0,0,0,0,0,0
